sentence_id,text,char_count,word_count,char_entropy,word_entropy,redundancy,actual_bytes,theoretical_bytes,compression_potential
1,Alice is the mother of Bob.,27,6,3.67639063257963,2.58496250072116,0.226818588051374,27,12.4078183849562,2.17604732454304
2,Bob is the father of Charlie.,29,6,3.64696666827365,2.58496250072116,0.233006739567596,29,13.220254172492,2.19360381590406
3,Charlie is the brother of David.,32,6,3.79283779740342,2.58496250072116,0.202328594382584,32,15.1713511896137,2.10923863010351
4,David lives in Boston.,22,4,3.57262366389516,2,0.248641810711689,22,9.8247150757117,2.2392506887439
5,Alice lives in New York.,24,5,3.68872187554087,2.32192809488736,0.224225205357119,24,11.0661656266226,2.16877288934314
6,Bob works at Google.,20,4,3.48418371977919,2,0.267241608094011,20,8.71045929944797,2.29609017302538
7,Charlie studies at MIT.,23,4,3.64248967316613,2,0.233948296040906,23,10.4721578103526,2.19629998100893
8,David plays soccer.,19,3,3.7216117239699,1.58496250072116,0.217308144035675,19,8.83882784442851,2.14960629785051
9,Alice likes reading books.,26,4,3.76718346789146,2,0.207723954314924,26,12.2433462706473,2.12360243884742
10,Bob drives a Tesla car.,23,5,3.62117554291947,2.32192809488736,0.238430869022276,23,10.4108796858935,2.20922733658756
11,The CEO leads the company.,26,5,3.70043971814109,1.92192809488736,0.221760826842403,26,12.0264290839585,2.16190523541856
12,The company has one thousand employees.,39,6,3.79209886097693,2.58496250072116,0.202484000041741,39,18.4864819472625,2.10964964081633
13,Employees work in modern offices.,33,5,3.84410198376946,2.32192809488736,0.191547227558928,33,15.856920683049,2.08111023947272
14,Offices are located in major cities.,36,6,3.78452769641656,2.58496250072116,0.204076291038516,36,17.0303746338745,2.11387011583372
15,The CFO manages company finances.,33,5,3.78652214953036,2.32192809488736,0.20365683776798,33,15.6194038668128,2.11275668914078
16,The CTO oversees all technology.,32,5,3.65251826628863,2.32192809488736,0.231839183445089,32,14.6100730651545,2.1902696760854
17,Engineers write software code daily.,36,5,3.86382639009082,2.32192809488736,0.187398989285703,36,17.3872187554087,2.07048640190378
18,Managers lead their project teams.,34,5,3.87806826834552,2.32192809488736,0.184403781039823,34,16.4817901404685,2.0628827154229
19,Teams complete important projects.,34,4,3.71601606233591,2,0.218484967174276,34,15.7930682649276,2.15284322397981
20,Projects generate significant revenue.,38,4,3.80921608020524,2,0.198884079071891,38,18.0937763809749,2.10016964949097
21,London is the capital of England.,33,6,3.77547584720914,2.58496250072116,0.205979984701782,33,15.5738378697377,2.11893820110481
22,England is located in Europe.,29,5,3.797467632984,2.32192809488736,0.201354894041939,29,13.765820169567,2.10666706689313
23,Paris is the capital of France.,31,6,3.71663089178687,2.58496250072116,0.218355662442949,31,14.4019447056741,2.15248708653815
24,France shares borders with Spain.,33,5,3.84712821013643,2.32192809488736,0.190910782140274,33,15.8694038668128,2.07947319741556
25,Berlin is located in Germany.,29,5,3.88333746042101,2.32192809488736,0.183295617687255,29,14.0770982940261,2.0600836475161
26,Germany has eighty million people.,34,5,3.86658710582896,2.32192809488736,0.186818383385587,34,16.4329951997731,2.06900808931469
27,Tokyo is located in Japan.,26,5,3.79621760259006,2.32192809488736,0.201617787831409,26,12.3377072084177,2.10736075680747
28,Japan is an island nation.,26,5,3.23989477771659,2.32192809488736,0.318617995432607,26,10.5296580275789,2.4692159927608
29,Rome has many ancient ruins.,28,5,3.70896608269462,2.32192809488736,0.219967647813529,28,12.9813812894312,2.15693533497828
30,Italy produces excellent wine.,30,4,3.93624341298306,2,0.172168971149775,30,14.7609127986865,2.03239463637165
31,The server runs Linux operating system.,39,6,3.93337514313916,2.58496250072116,0.172772196745039,39,19.1752038228034,2.03387668576543
32,Linux uses the stable kernel.,29,5,3.64696666827365,2.32192809488736,0.233006739567596,29,13.220254172492,2.19360381590406
33,The kernel manages system memory.,33,5,3.64243464946481,2.32192809488736,0.233959868071011,33,15.0250429290423,2.19633315896977
34,Memory stores important data.,29,4,3.62437970165111,2,0.237757002662624,29,13.1383764184853,2.20727425339998
35,Data flows through network connections.,39,5,4.01336015541515,2.32192809488736,0.155950555383471,39,19.5651307576489,1.99334215973758
36,Networks connect multiple computers.,36,4,3.86382639009082,2,0.187398989285703,36,17.3872187554087,2.07048640190378
37,Computers process digital information.,38,4,4.01057093426848,2,0.156537156253712,38,19.0502119377753,1.99472846413055
38,Information requires network bandwidth.,39,4,4.02849068017882,2,0.152768455963289,39,19.6388920658717,1.98585540717818
39,Bandwidth measures transmission speed.,38,4,3.845711394624,2,0.191208752494311,38,18.267129124464,2.0802393053164
40,Speed affects overall performance.,34,4,3.77777681145679,2,0.205496069099868,34,16.0555514486913,2.11764760049841
41,Water boils at one hundred degrees.,35,6,3.7970204317138,2.58496250072116,0.20144894490434,35,16.6119643887479,2.10691518359546
42,The sun is a bright star.,25,6,3.47907957062417,2.58496250072116,0.268315061283532,25,10.8721236582005,2.29945876131966
43,Earth orbits around the sun.,28,5,3.68200581476021,2.32192809488736,0.225637659548222,28,12.8870203516607,2.17272877949569
44,Mars is a red planet.,21,5,3.49922754172336,2.32192809488736,0.264077743136675,21,9.18547229702381,2.28621885962295
45,Gravity pulls objects downward.,31,4,4.28468381031709,2,0.0988884998083426,31,16.6031497649787,1.86711560389516
46,Light travels extremely fast.,29,4,3.77143702946113,2,0.206829388130607,29,13.6714592317966,2.1212073640649
47,Sound requires a physical medium.,33,5,3.98319563424773,2.32192809488736,0.162294453352391,33,16.4306819912719,2.00843763013184
48,Energy cannot be completely destroyed.,38,5,3.80921608020524,2.32192809488736,0.198884079071892,38,18.0937763809749,2.10016964949097
49,Time moves only forward.,24,4,3.93872187554087,2,0.171647725892831,24,11.8161656266226,2.03111574078874
50,Space is incredibly vast.,25,4,3.83326968951511,2,0.193825366473765,25,11.9789677797347,2.08699117150089
